text,label
i do wear diapers once in a while but only when i m feeling casual,3
im feeling a little vulnerable,4
i almost feel a little bit weird about saying anything because it would almost feel like gossip,5
im feeling a little groggy this morning since i am back at work after alex and i returned late last night from a long weekend in los angeles,0
i was out the exit door feeling strange because at the last stage the entire thing seemed to slip out of my hands like a slippery fish and also hopeful that i know what to do and if i can look at it positively it means just one more trip to retry,4
i feel like i m just a good actress then maybe,3
i was taught to complain and feel unhappy but it was not until quite recently i clearly understood the importance or gratitude and started to make it important in my life,0
i feel like im smart now,3
i am feeling so sad right now,0
i mean obviously yes i did a hour round trip to perform for minutes and had a seriously dodgy chinese meal which has left me feeling decidedly delicate but overall i really enjoyed myself,1
i feel foolish and miserable for getting drunk so easily,0
i am feeling rejection low self esteem and purposeless,0
i wonder what the other students in my classes feel of my being fearless to throw answers out there,3
i have a feeling they might be pleasantly surprised,5
i feel pretty pathetic now,0
i am feeling frustrated or angry with my husband in general,2
i feel like i havent blogged in a super long time,3
i feel simply amazed when i look back,5
i not talking about relationships here just that initial moment of attraction when you first meet someone how does it feel at that point to be abit disadvantaged,0
i hope he will pull out the tissue paper himself but i feel like to him sunday will be just another day to be cute and wonderful,3
i know that god has a huge plan for my life but i cant stop myself from feeling impatient and i know its bad but i sometimes well almost all the time question him about this,2
ive been feeling kinda gloomy lately,0
i cant sleep i switch on music if i need to wake up i switch on music if i feel morose music it is that comes to my rescue whenever i feel ecstatic the tunes are by my side if i want to meet my wild side hail music,0
i feel rich comments,3
i do not feel any regret that is a sorrow for an act or a failure to act because i think my daughter s experience here has been valuable and like most experiences imperfect,3
deception from a person i loved very much,2
im feeling generous lets make that winners and,3
i won t feel like the jolly green giant while clothes shopping,3
im going to have to spend the next five hours listening to three days grace to work it out of my system and you know how i feel about their rebellious apostrophe neglect,2
i am actually quite likes this kind of busy feeling just because i am forget every unhappy things then i wont keep on think of it,0
i feel stressed or my family is being negative work is my getaway and every stressor goes away because of the kids,0
i feel gulity and feeling like im not being loyal and feel like im even cheating on her with,1
i feel like such a pathetic talentless unloveable loser,0
i feel amazed and surprised when the exact question i am trying to ask,5
im feeling very distracted today,2
im dealing with issues that have me feeling kind of depressed and it stormed rained all afternoon not helping things,0
i touch you with my feelings hold you with my thoughts and with a smile i fall in love not caring at all display the heart,1
i am already feeling so tortured for having to wait for the results i need to sleep early coz i wake up at am these days,2
i sometimes feel like i am being paranoid but i know that these thoughts are silly,4
i just feel so fucked up by everything that the only place i can confide and spill my emotions is here because there isnt anyone like you,2
i guess i feel kinda loyal to them since i ultimately plan on jumping ship in mid to late september to escape from california,1
i do feel productive anyway,3
i know i sure do and i m feeling festive,3
i feel strangely sympathetic towards the citizens of the capitol for some reason and the cast s overall chemistry was good the look and feel of the movie was great and i found the story to be engaging and interesting enough to be watchable,1
im feeling less adventurous,3
i were howling with comet and the baby was kicking so much for john to feel it was so funny,5
i have come to find that i feel the most artistic creative inspired during the late hours of the night,3
i shall move right along to the post interview portion of the day the results of which will be far more exciting and interesting to you i feel sure,3
i feel hated there but had to remind my selfish self that none of this was about me,0
i mulled this idea over in my head as much as i loved it i also noticed myself feeling a bit hesitant about what it might mean for her our,4
i also feel unsure when asked to remember some of the computer science concepts such as algorithmic efficiency that i studied at university,4
im not feeling very festive this year,3
i feel personally ashamed that god made the sacrifice he did,0
i feel so dumb photographing myself okay i even feel dumb trying to smile for justin,0
i am now in cyprus seeing my timeline so visibly and i ask myself why do i feel so stressed at home when i could feel so relaxed like i do now,0
i keep reading more and more comments articles that are being posted about my very church my church that was established to show love to those who feel none to show hope in a hopeless world to show joy in places that knows it not my heart literally breaks,0
im feeling really horny with all this new power,1
i am starting to feel really isolated and it frustrates me,0
i know is that i feel somewhat defective in the romance department,0
i feel like im so spiteful so negative about everything and everyone now,2
im still feeling a little shocked over yesterdays news that pope benedict xvi has decided to resign,5
i thought it would be fun and therapeutic and that i would feel useful and helpful by keeping up her blog,3
ive been feeling quite disillusioned with christmas this year,0
i feel so damaged i just want you to have care of me continuer,0
i feel like im being naughty coming home on a tuesday morning,1
i feel the cool water on my skin and the sun hugging me in warm comfort,3
i feel that theyve suddenly isolated me into a corner of the past but its as if i have suddenly become a memory attached to a name on a phone list,0
i am feeling really adventurous,3
i feel as though my descriptions are skimmable and unimportant,0
i see the starlight caress your hair no more feel the tender kisses we used to share i close my eyes and clearly my heart remembers a thousand good byes could never put out the embers,1
im just feeling a little melancholy at the end of the year,0
i feel about one of my most beloved songs of all time,1
i forgive stanley hes not so quick to forgive as well and accuses me of making a foolish mistake and making him feel unwelcome in our apt,0
i just feel really listless right now,0
i mean i feel like such a fucking obnoxious bitch admitting this but i get a lot of messages from guys on myspace during the week,2
i think there is no where id rather be right now than watching her little face relax her arms go slack and feeling her super soft forehead,3
i found out i was pregnant which is alot but it makes me feel a little less scared knowing that my doctor is watching everything and were taking things day by day,4
i dont want to deny what i feel my body aching for,0
i feel like there s a reason to buy another tom petty record,2
i know what i want will take next semester but i feel entirely too complacent,3
i feel everyone should be valued at their worth and must have their primary rights,3
i cant even describe to you what it feels like when suffering from a life threatening disease how easy it is to just give in and answer those knocks of death at your lifes door,0
im feeling good i increase,3
i feel like i am in paradise kissing those sweet lips make me feel like i dive into a magical world of love,1
i feel depressed i am in despair why does it have to be this way why didn t they start treatment earlier,0
i stop working on my homework and take a break without feeling irritable,2
i wish that i could re establish a reasonable level of motivation that isnt predicated on the need to make people feel like less intelligent human beings than they probably are,3
i will never forget as he shot the dye into me telling me ok youre going to feel a hot flash and then it will feel like youve pissed yourself,1
i somehow feel glad shes now in malacca with me my younger sis,3
im also pretty upfront about stating that i feel agitated and to just give me a bit of space to deal,4
i posted i think it was about feeling sorta shitty and well i didnt want that to be the last post in my blog any more,0
i feel a bit rude leaving you hanging there from my last post with an almost done room and then radio silence,2
i suspect that it will really appeal to christian readers but as an atheist i ended up feeling insulted by its religious message and its treatment of the topic,2
i feel as though im doomed to finding a man,0
i don t feel all that petty about crying over skin,2
im glad i feel this way because if i didnt then id know that i had finally hit that point of not caring about anyone or anything,1
i feel very loyal to it and i like doing it for as long as they want to do it and as long as we all want to do it,1
i am feeling brave i will attempt it,3
im feeling nostalgic about listening to this kind of music again,1
i may feel discouraged and frustrated,0
i feel relieved when she goes to bed because shes worn me out but im always excited to get her out of her crib the next day even when she wakes us up earlier than we want,3
i would buy something from tropical smoothie and eat half of it and then feel like i was disgusted to even take an extra sip or bite,2
i saw that there were more stones jackie was standing there a certain way i can sense that she was feeling a bit agitated,4
i still feel like the debate was vicious on both sides,2
i am feeling much better and thought i should get going on the blogging front,3
i didn t know that i would feel so completely exhausted,0
i feel a bit intimidated by,4
i left the game feeling a little devastated and sat contemplating my choices for some time afterwards,0
i do feel that being the wife mother submissive that i am are all tied together i am not offended by the idea that i am submissive to my children,0
i feel rude taking pictures of them,2
i do what i do because it feels lame to go along with the customary flow,0
i wonder amp sometimes feel tragic also about the universal conspiracy,0
i feel worthless and the precious time i lost is unbearable,0
i wont lie either i was feeling pretty superior as i was out there running knowing that very few people make a christmas day workout a priority,3
i ignore peoples talking when i feel hurt already,0
i just really was feeling appreciative of and connected to nature,3
i feel like a super hero of sorts,3
i feel of love again i was glad he was appearing now i am wondering how itd be if he truly loves me,3
i enjoy going to churches acquired there feeling is always so peaceful and tranquil thats why ive had a wish to visit pochayiv monastery and without comments it was really worthy,3
i feel so disturbed and unsettled that i m not sure what to do at this point,0
i consistently anticipation it s like that because i feel so admired and i feel so like safe in nature,1
i feel a strong link to that in what i am doing now,3
i feel blessed harper hasnt come down with anything worse but i know its only a matter of time,1
i got a very nasty electrical shock when i was tampering with some electrical applainces,4
i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything,2
i compare my insides to other people s outsides i feel inadequate,0
i just feel gassed and low energy,0
i tried to pretend that it was normal and unfortunately it was normal to feel unloved and afraid that terrible things would happen if i didn t smile and play along,0
i feel for peter he was convinced of his unworthiness,3
i feel that he s being sincere when he says that he does love me but there s this whole other part of me that keeps telling me that he still loves the other girl,3
i feel like i should also mention that there was some content that i wasnt thrilled with either,3
i viewed back the new year card that you presented me i can feel your sincere,3
i feel like i come from a pretty innocent happy go lucky idealistic mindset that i feel like make me not such an ideal candidate to help those in the church fully understand who they are in christ and how they can live for him,3
i feel in love with a cute little maltese,3
i feel selfish for praying through things,2
i feel a strong shift recently,3
i do think about certain people i feel a bit disheartened about how things have turned out between them it all seems shallow and really just plain bitchy,0
i remember watching this as a child and feeling a bit outraged on charlie browns behalf when peppermint patty invites herself over to his house for thanksgiving and then gets angry when she doesnt get the meal she expects,2
im going to be very honest with you it feels amazing,5
i just need a few minutes to feel put upon and gloomy or to rage and spit,0
i don t mean this to be harsh selfish or uncaring but i feel that my readers will benefit most from the content that i provide rather than what is linked to a party,3
i feel free i feel freedom,3
i want to be happy again and i have forgotten what it is like to feel content,3
i feel that with my superior vegan diet i should not get sick at all,3
i am going to feel for caring so much and letting people in my world then this shall be the last time i am doing so,1
i love this song and it always makes me feel happy,3
ive never been particularly bothered about my age or the ageing process and while i feel slightly surprised that im nearly i dont really mind,5
i feel very very rich and fulfilled and a part of the grand scheme of the universe,3
i was so tired of feely lousy,0
i feel like youve hated me ever since i was born and you wish i was never born,2
i feel curiously invigorated,3
i find myself trying to discreetly smell his breath but then feel guilty for being so suspicious,0
i was feeling calmer and more trusting on his restraints that he was helplessly trying to remove,3
i feel is a mistake as she is not as strong as she needs to be,3
i am so honored to receive the award because i feel it s another step toward being welcomed into this incredible tradition of storytelling,3
i feel that it is a little dangerous to let scientists be independently funded while working in these communal labs with no supervision or regulation,2
i start feeling smug that ive been good about writing posts i blink and then a month vanishes,3
i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved,1
i won t feel like there would be a dull moment with him,0
i feel benevolent towards you today,3
i just feel rejected by him over and over which is just weird,0
i touched them and boy did they feel weird like jelly,4
i would feel i missed out on a wealth of treasures if i did not read,0
i shake my hand off which feels slightly stunned from making contact,5
i feel empty and i wait for new signs,0
i am now feeling much more relaxed and settled in my life and am enjoying blogging just as much as i did when i first started,3
i am working to create a nice community page for you guys so you can connect easily without feeling awkward about approaching people,0
i firmly believe that you shouldnt have to spend a lot to look feel fantastic and i love mixing style steals with higher end items,3
i feel like everytime i blog i am relaying a story about the wonderful food that i had to sit and admire but its a big deal,3
i went to see the entrance examination results at university i rejoyced at my success,3
i feel like an ungrateful asshole,0
i still feel like im getting away with something naughty,1
i feel that i m so pathetic and downright dumb to let people in let them toy with my feelings and then leaving me to clean up this pile of sadness inside me,0
i was feeling pretty strange like dinosaur soldier after i read them because in a weird sort of adult or perhaps college aged way my brain was analyzing the books,4
im feeling rather nervous,4
i don t know why i should feel humiliated to write about it,0
i can offer is that i felt like reggie must feel a kind of carefree power except unlike her expansive drive it didn t last more than a second,3
i feel as if he was getting beaten to areas of the ice a defenseman shouldn t,0
i could feel every muscle in my body working as one to move with grace i know me graceful power and control,3
i feel ungrateful for stupid shit like,0
i feel such a longing to be near him when we dont,1
i was feeling pretty bitchy,2
i truly feel that we are family and for that i am so thankful,3
i am struggling to enjoy the things i used to love i go out and surround myself with people despite that all i really want to do is isolate myself from everyone and hide under the duvet i feel lonely and apathetic to almost everything around me,0
i feel embarrassed even typing those absurd words now because the truth is that my son has been living on our countertops since we brought this puppy home two weeks ago,0
i did that last night and woke up feeling groggy until about lunch time,0
i feel invigorated when i look at this image just as i did when i looked at the other two photos,3
i love being swung around the dance floor with him leading making me feel graceful,3
i feel sorry for those who had to leave hearth and home to work the sale,0
i mean if someone wrote fanfiction about my book and made my villain gay for say druian i d be sitting there reading it and feeling furious,2
i feel guilty that s why,0
i feel a little bit depressed for that reason alone,0
i type i feel bouncy and excited to get out my ideas,3
i feel a cold or sore throat coming on i simply use a onguard regime to nip it in the bud,2
i feel privileged to meet true heroes male and female yet by the masses unsung the world is full of heroes of heroes old and young,3
i feel about any other part of pride i still believe in what dykes on bikes stand for and am still proud to lead the pride march because of it,3
i feel innocent on summer nights,3
i feel cold in,2
im watching my sodium which mostly means im feeling stunned and overwhelmed at how much is in everything we eat,5
i still cannot find the damned tin certificate but i feeling mellow i clean up cart out two salt bags full of junk to the rubbish bin,3
i remember feeling loved and beautiful and special and sweaty to be honest,1
i hate hate hate watching people work and me sitting and most of all i hate people having to take care of me so i thought i was healing at a fine rate i was feeling fairly strong and energetic just seemed to get tired quickly and i could manage the surgery healing pain,3
i don t hug my family i usually don t hug my friends there are only a few people i m willing to hug but if you get the chance to hug someone do it we all know they feel amazing,3
im assuming the inquisition er did not mean subspace but more of a state of feeling very submissive,0
i did find myself wondering just how her stepchildren may feel about featuring so prominently in the book their relationship with valente is not always peaceful and harmonious and she does comment quite frankly on how they made her feel on occasions,3
i feel like the people i know are really generous and i have my needs met,3
i was stone heavier and feeling hopeless,0
i was asked to do the illustration work for the second volume of the city of hell chronicles i was really excited but i couldn t help feeling a little apprehensive at the same time because as i have described before i m fairly new to all this,4
i say this mostly because i wasnt feeling so well later that evening,3
i know i dont normally share other peoples give aways unless i feel very passionate about them,3
i believe you have to truly regret feel remorseful that you have these feelings even if you feel like you can t control them,0
i asked her if she could feel her precious dogs soul,3
i guess but it feels like the most unpleasant joke youve ever heard,0
i feel like it title share on reddit reddit a target blank rel nofollow class technorati href http technorati,0
i have a feeling he would ve got something much cheaper and less fabulous,3
i feel so hateful this morning,2
i feel funny things happening to my face and all over my body,5
i am still feeling gloomy and down,0
i feel humiliated this weekend as my children ran wild,0
i seem to remember it was gold dust not willy wonka style gold tickets but i m feeling generous and although i liked the new faceplate for me the redesign just didn t work,1
i hope your words make you feel brave and scared and everything else in between,3
i was still feeling bitchy not sad,2
i feel safe around you and i never wanna lose you or let you go ever,3
i feel sympathetic to the dalai lama,1
i also feel it is unfortunate that nearly all the readers of going to meet the man will be african americans unlike myself,0
i definitely feel appreciative of my boyfriend,3
i got to christmas feeling positive about the future and hopeful that hospital admissions were finally behind me,3
i the only wife that consistently feels inadequate,0
i sound desperate and pathetic to myself but i feel frantic in my need for him,4
i love that giddy feeling of finding someone a little bit cute and wanting to know more about them,3
i see her face i just think about the amazing journey that shes been on here with us and i feel so privileged to have been a part of it,3
i feel my heart aching really,0
i still feel violent but my ideas of torturing are far more tame than they were yesterday,2
i have personally experienced this gut wrenching feeling and kicked myself later for making those dumb mistakes that result when anxiety gets in the way,0
i log on feeling vaguely sociable and after a short amount of time im all socialised out,3
i don t really like to shop for the most part but when i feel threatened that s when i want to spend,4
i accept the medication until i dont feel too troubled by those i will never have the full benefices from them,0
im tired of talking about myself i feel so vain i love it,0
i feel its hardly a loss since the food at kao chi is not only delicious but also more budget friendly,3
i still had the feeling something weird had just gone down,5
i still had the feeling and it surprised me,5
i feel have shown me that timing is veery important,3
i got into austin just after last night exhausted and still feeling pretty lousy from the cold i got in seattle last week,0
i feel restless and move walking a long way to find another right place,4
i feel dumb to not have the slightest clue about it lolll p but all in all i appreciated every second of my birthday and felt very blissful to have everyone in my life,0
i didn t feel amazed,5
i don t want you my reader friends to feel like you need to feel sorry for me,0
i feel like im not gonna lie im really surprised that i feel like i should share this,5
i feel the cool edge of the barrel against my head,3
i had feeling that if i didn t help that this can turn into a bad scene,0
i can say is that i feel like myself when i put on a skirt heels and lipstick and when i wear clothing which has come to be accepted as neutral and nondescript like a t shirt and jeans i dont feel like myself,1
i do not know what to say here i could not get a feeling for this soundtrack it rather distracted me and did not seem to really fit,2
i manage to complete the lap not too far behind the front runners and am feeling pretty jubilant until i realise that this is just the warm up,3
im tired or feeling a little shitty it always puts me in a better mood,0
i feel vain today,0
i am feeling not so cute and my clothes are kind of snug so its time to clean up my act,3
i get the feeling that tyler is not very fond of the idea,1
i have a hard time caring about the family of the main characters although the early seasons close attachment to dons marriage made bettys stories feel worthwhile because she was being lied to be an identify thief,3
i start feeling dumb,0
i feel like the little dorky nerdy kid sitting in his backyard all by himself listening and watching through fence to the little popular kid having his birthday party with all his cool friends that youve always wished were yours,3
i want nothing more than to continue this journey empowering women who because of their illness feel helpless and isolated,0
i was just telling you how i feel about you and all you reply back was just since when you started caring for me so much,1
i just feel discouraged because the industry is enormous what makes me special in a sea of pretty girls,0
i feel like ive been tortured in my sleep lately and im not quite sure why,4
i feel enough something way deeper and sincere than love,3
i was still feeling distraught about the lack of progress on the baby front as well,4
i feel threatened and my sense of security feels threatened i freak out,4
i got a feeling that it was rushed to,2
i love those kiddos and yet am left feeling so helpless,0
i was feeling somewhat shaky and i know that i was experiencing the onset of the infamous bonk,4
i hide what i am truly feeling thinking for fear that it will lead to something far more dangerous,2
i went from feeling helpless to powerful,0
i dont know what it is about me and sweets they make me feel bouncy and pleased with everything,3
